@RELATION propiedades

@ATTRIBUTE precio_arriendo_cop NUMERIC
@ATTRIBUTE admin_cop NUMERIC
@ATTRIBUTE area_m2 NUMERIC
@ATTRIBUTE habitaciones NUMERIC
@ATTRIBUTE banos NUMERIC
@ATTRIBUTE parqueaderos NUMERIC
@ATTRIBUTE tipo_inmueble {'apartamento','oficina','casa','apartaestudio','otro','bodega','lote','local','finca'}
@ATTRIBUTE barrio_estrato NUMERIC
@ATTRIBUTE barrio_area_km2 NUMERIC
@ATTRIBUTE barrio_estado_pavimento {'MALO','REGULAR','BUENO'}
@ATTRIBUTE barrio_iluminacion_led {0,1}
@ATTRIBUTE precio_rango {'medio','premium','bajo','alto'}

@DATA
8500000,1200000,350,3,4,?,'casa',1,12.5,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',1,12.5,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,12.5,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',1,12.5,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,12.5,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,12.5,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',1,12.5,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,12.5,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',1,12.5,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',1,12.5,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',1,12.5,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',1,12.5,'BUENO',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,12.5,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',1,12.5,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',1,12.5,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',1,12.5,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',1,12.5,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,12.5,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',1,12.5,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',1,12.5,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',1,12.5,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',1,12.5,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',1,12.5,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,12.5,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',1,12.5,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,12.5,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,12.5,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',1,12.5,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,12.5,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',1,12.5,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',1,12.5,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',1,12.5,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',1,12.5,'BUENO',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,12.5,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',1,12.5,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',1,12.5,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',1,12.5,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',1,12.5,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,12.5,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',1,12.5,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',1,12.5,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',1,12.5,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',1,12.5,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',1,12.5,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,12.5,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',1,12.5,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,12.5,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,12.5,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',1,12.5,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,12.5,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',1,12.5,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',1,12.5,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',1,12.5,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',1,12.5,'BUENO',1,'premium'
9000000,?,450,16,10,?,'casa',5,0.95,'BUENO',1,'premium'
5300000,500000,59,?,1,?,'oficina',5,0.95,'BUENO',1,'alto'
4000000,?,50,1,1,?,'apartamento',5,0.95,'BUENO',1,'alto'
13500000,?,409,8,2,?,'casa',5,0.95,'BUENO',1,'premium'
5000000,?,110,3,4,?,'apartamento',5,0.95,'BUENO',1,'alto'
3300000,?,83,2,2,?,'apartamento',5,0.95,'BUENO',1,'medio'
2700000,?,58,?,3,?,'oficina',5,0.95,'BUENO',1,'medio'
2700000,?,100,2,4,?,'apartamento',5,0.95,'BUENO',1,'medio'
50000000,?,814,?,3,?,'local',5,0.95,'BUENO',1,'premium'
2850000,366000,72,2,2,?,'apartamento',5,0.95,'BUENO',1,'medio'
3564000,436000,105,3,2,?,'apartamento',5,0.95,'BUENO',1,'alto'
2500000,?,90,2,2,?,'apartamento',5,0.95,'BUENO',1,'medio'
10000000,?,160,3,3,?,'apartamento',5,0.95,'BUENO',1,'premium'
6000000,750000,228,3,3,1,'apartamento',5,0.95,'BUENO',1,'alto'
3800000,650000,69,1,1,?,'apartaestudio',5,0.95,'BUENO',1,'alto'
12000000,?,190,8,7,?,'casa',5,0.95,'BUENO',1,'premium'
3500000,500000,60,1,1,?,'apartaestudio',5,0.95,'BUENO',1,'medio'
2700000,?,110,3,3,?,'apartamento',5,0.95,'BUENO',1,'medio'
1100000,?,130,0,3,?,'otro',5,0.95,'BUENO',1,'bajo'
1250000,?,18,0,1,?,'otro',5,0.95,'BUENO',1,'bajo'
1200000,?,25,1,1,?,'apartamento',5,0.95,'BUENO',1,'bajo'
9000000,?,450,16,10,?,'casa',5,0.95,'BUENO',1,'premium'
5300000,500000,59,?,1,?,'oficina',5,0.95,'BUENO',1,'alto'
4000000,?,50,1,1,?,'apartamento',5,0.95,'BUENO',1,'alto'
13500000,?,409,8,2,?,'casa',5,0.95,'BUENO',1,'premium'
5000000,?,110,3,4,?,'apartamento',5,0.95,'BUENO',1,'alto'
3300000,?,83,2,2,?,'apartamento',5,0.95,'BUENO',1,'medio'
2700000,?,58,?,3,?,'oficina',5,0.95,'BUENO',1,'medio'
2700000,?,100,2,4,?,'apartamento',5,0.95,'BUENO',1,'medio'
50000000,?,814,?,3,?,'local',5,0.95,'BUENO',1,'premium'
2850000,366000,72,2,2,?,'apartamento',5,0.95,'BUENO',1,'medio'
3564000,436000,105,3,2,?,'apartamento',5,0.95,'BUENO',1,'alto'
2500000,?,90,2,2,?,'apartamento',5,0.95,'BUENO',1,'medio'
10000000,?,160,3,3,?,'apartamento',5,0.95,'BUENO',1,'premium'
6000000,750000,228,3,3,1,'apartamento',5,0.95,'BUENO',1,'alto'
3800000,650000,69,1,1,?,'apartaestudio',5,0.95,'BUENO',1,'alto'
12000000,?,190,8,7,?,'casa',5,0.95,'BUENO',1,'premium'
3500000,500000,60,1,1,?,'apartaestudio',5,0.95,'BUENO',1,'medio'
2700000,?,110,3,3,?,'apartamento',5,0.95,'BUENO',1,'medio'
1100000,?,130,0,3,?,'otro',5,0.95,'BUENO',1,'bajo'
1250000,?,18,0,1,?,'otro',5,0.95,'BUENO',1,'bajo'
1200000,?,25,1,1,?,'apartamento',5,0.95,'BUENO',1,'bajo'
9000000,?,450,16,10,?,'casa',5,0.95,'BUENO',1,'premium'
5300000,500000,59,?,1,?,'oficina',5,0.95,'BUENO',1,'alto'
4000000,?,50,1,1,?,'apartamento',5,0.95,'BUENO',1,'alto'
13500000,?,409,8,2,?,'casa',5,0.95,'BUENO',1,'premium'
5000000,?,110,3,4,?,'apartamento',5,0.95,'BUENO',1,'alto'
3300000,?,83,2,2,?,'apartamento',5,0.95,'BUENO',1,'medio'
2700000,?,58,?,3,?,'oficina',5,0.95,'BUENO',1,'medio'
2700000,?,100,2,4,?,'apartamento',5,0.95,'BUENO',1,'medio'
50000000,?,814,?,3,?,'local',5,0.95,'BUENO',1,'premium'
2850000,366000,72,2,2,?,'apartamento',5,0.95,'BUENO',1,'medio'
3564000,436000,105,3,2,?,'apartamento',5,0.95,'BUENO',1,'alto'
2500000,?,90,2,2,?,'apartamento',5,0.95,'BUENO',1,'medio'
10000000,?,160,3,3,?,'apartamento',5,0.95,'BUENO',1,'premium'
6000000,750000,228,3,3,1,'apartamento',5,0.95,'BUENO',1,'alto'
3800000,650000,69,1,1,?,'apartaestudio',5,0.95,'BUENO',1,'alto'
12000000,?,190,8,7,?,'casa',5,0.95,'BUENO',1,'premium'
3500000,500000,60,1,1,?,'apartaestudio',5,0.95,'BUENO',1,'medio'
2700000,?,110,3,3,?,'apartamento',5,0.95,'BUENO',1,'medio'
1100000,?,130,0,3,?,'otro',5,0.95,'BUENO',1,'bajo'
1250000,?,18,0,1,?,'otro',5,0.95,'BUENO',1,'bajo'
1200000,?,25,1,1,?,'apartamento',5,0.95,'BUENO',1,'bajo'
2000000,178000,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2100000,?,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2200000,?,58.64,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
33912000,?,1884,?,?,?,'bodega',2,4.8,'BUENO',0,'premium'
2232700,267300,56,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
1973400,226600,58,1,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
4200000,?,78,1,1,?,'apartamento',2,4.8,'BUENO',0,'alto'
30000000,?,1003,5,5,?,'casa',2,4.8,'BUENO',0,'premium'
19530000,?,1260,?,?,?,'bodega',2,4.8,'BUENO',0,'premium'
4500000,?,75,2,2,?,'apartamento',2,4.8,'BUENO',0,'alto'
6000000,?,74,2,2,1,'apartamento',2,4.8,'BUENO',0,'alto'
2960000,340000,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2000000,178000,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
1760000,190000,49,2,1,?,'apartamento',2,4.8,'BUENO',0,'bajo'
2800000,267300,51,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2403000,397000,72,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2100000,?,56,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
1987500,212500,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
6500000,?,124,1,2,?,'apartamento',2,4.8,'BUENO',0,'alto'
4000000,831000,73,1,1,?,'apartamento',2,4.8,'BUENO',0,'alto'
2250000,250000,70,1,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2000000,178000,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2100000,?,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2200000,?,58.64,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
33912000,?,1884,?,?,?,'bodega',2,4.8,'BUENO',0,'premium'
2232700,267300,56,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
1973400,226600,58,1,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
4200000,?,78,1,1,?,'apartamento',2,4.8,'BUENO',0,'alto'
30000000,?,1003,5,5,?,'casa',2,4.8,'BUENO',0,'premium'
19530000,?,1260,?,?,?,'bodega',2,4.8,'BUENO',0,'premium'
4500000,?,75,2,2,?,'apartamento',2,4.8,'BUENO',0,'alto'
6000000,?,74,2,2,1,'apartamento',2,4.8,'BUENO',0,'alto'
2960000,340000,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2000000,178000,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
1760000,190000,49,2,1,?,'apartamento',2,4.8,'BUENO',0,'bajo'
2800000,267300,51,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2403000,397000,72,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2100000,?,56,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
1987500,212500,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
6500000,?,124,1,2,?,'apartamento',2,4.8,'BUENO',0,'alto'
4000000,831000,73,1,1,?,'apartamento',2,4.8,'BUENO',0,'alto'
2250000,250000,70,1,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2000000,178000,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2100000,?,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2200000,?,58.64,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
33912000,?,1884,?,?,?,'bodega',2,4.8,'BUENO',0,'premium'
2232700,267300,56,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
1973400,226600,58,1,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
4200000,?,78,1,1,?,'apartamento',2,4.8,'BUENO',0,'alto'
30000000,?,1003,5,5,?,'casa',2,4.8,'BUENO',0,'premium'
19530000,?,1260,?,?,?,'bodega',2,4.8,'BUENO',0,'premium'
4500000,?,75,2,2,?,'apartamento',2,4.8,'BUENO',0,'alto'
6000000,?,74,2,2,1,'apartamento',2,4.8,'BUENO',0,'alto'
2960000,340000,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2000000,178000,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
1760000,190000,49,2,1,?,'apartamento',2,4.8,'BUENO',0,'bajo'
2800000,267300,51,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2403000,397000,72,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
2100000,?,56,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
1987500,212500,58,2,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
6500000,?,124,1,2,?,'apartamento',2,4.8,'BUENO',0,'alto'
4000000,831000,73,1,1,?,'apartamento',2,4.8,'BUENO',0,'alto'
2250000,250000,70,1,2,?,'apartamento',2,4.8,'BUENO',0,'medio'
800000,?,30,?,1,?,'local',3,0.4,'BUENO',1,'bajo'
1850000,?,41,?,1,?,'local',3,0.4,'BUENO',1,'bajo'
2200000,?,116,3,2,?,'casa',1,4.5,'MALO',0,'medio'
35000000,?,475,1,3,1,'casa',3,0.3,'BUENO',1,'premium'
4500000,?,60,?,1,?,'oficina',3,1.4,'REGULAR',1,'alto'
4500000,?,54,?,2,?,'oficina',3,1.4,'REGULAR',1,'alto'
5000000,?,60,?,2,?,'oficina',3,1.4,'REGULAR',1,'alto'
60000000,?,2,?,10,?,'bodega',3,1.4,'REGULAR',1,'premium'
1600000,?,50,?,1,?,'oficina',3,1.4,'REGULAR',1,'bajo'
35000000,?,475,1,3,1,'casa',3,1.4,'REGULAR',1,'premium'
2200000,355000,34,?,1,?,'oficina',1,0.9,'MALO',0,'medio'
1600000,?,63,2,2,?,'apartamento',1,0.9,'MALO',0,'bajo'
2150000,1006000,145,3,3,?,'apartamento',1,2.5,'REGULAR',0,'medio'
18000000,?,510,?,8,?,'oficina',1,2.5,'REGULAR',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,2.5,'REGULAR',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,2.5,'REGULAR',0,'medio'
6500000,?,155,3,3,?,'casa',1,2.5,'REGULAR',0,'alto'
2500000,?,46,?,?,1,'oficina',1,2.5,'REGULAR',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,2.5,'REGULAR',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,2.5,'REGULAR',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,2.5,'REGULAR',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,2.5,'REGULAR',0,'premium'
7500000,?,350,3,4,?,'casa',1,2.5,'REGULAR',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,2.5,'REGULAR',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,2.5,'REGULAR',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,2.5,'REGULAR',0,'bajo'
7000000,?,828,1,10,?,'otro',1,2.5,'REGULAR',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,2.5,'REGULAR',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
16000000,?,600,5,8,?,'casa',1,2.5,'REGULAR',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,2.5,'REGULAR',0,'medio'
18000000,?,510,?,8,?,'oficina',1,2.5,'REGULAR',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,2.5,'REGULAR',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,2.5,'REGULAR',0,'medio'
6500000,?,155,3,3,?,'casa',1,2.5,'REGULAR',0,'alto'
2500000,?,46,?,?,1,'oficina',1,2.5,'REGULAR',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,2.5,'REGULAR',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,2.5,'REGULAR',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,2.5,'REGULAR',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,2.5,'REGULAR',0,'premium'
7500000,?,350,3,4,?,'casa',1,2.5,'REGULAR',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,2.5,'REGULAR',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,2.5,'REGULAR',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,2.5,'REGULAR',0,'bajo'
7000000,?,828,1,10,?,'otro',1,2.5,'REGULAR',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,2.5,'REGULAR',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
16000000,?,600,5,8,?,'casa',1,2.5,'REGULAR',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,2.5,'REGULAR',0,'medio'
18000000,?,510,?,8,?,'oficina',1,2.5,'REGULAR',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,2.5,'REGULAR',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,2.5,'REGULAR',0,'medio'
6500000,?,155,3,3,?,'casa',1,2.5,'REGULAR',0,'alto'
2500000,?,46,?,?,1,'oficina',1,2.5,'REGULAR',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,2.5,'REGULAR',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,2.5,'REGULAR',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,2.5,'REGULAR',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,2.5,'REGULAR',0,'premium'
7500000,?,350,3,4,?,'casa',1,2.5,'REGULAR',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,2.5,'REGULAR',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,2.5,'REGULAR',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,2.5,'REGULAR',0,'bajo'
7000000,?,828,1,10,?,'otro',1,2.5,'REGULAR',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,2.5,'REGULAR',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,2.5,'REGULAR',0,'bajo'
16000000,?,600,5,8,?,'casa',1,2.5,'REGULAR',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,1.1,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,1.1,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,1.1,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,1.1,'MALO',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,1.1,'MALO',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,1.1,'MALO',0,'medio'
6500000,?,155,3,3,?,'casa',1,1.1,'MALO',0,'alto'
2500000,?,46,?,?,1,'oficina',1,1.1,'MALO',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,1.1,'MALO',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,1.1,'MALO',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,1.1,'MALO',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,1.1,'MALO',0,'premium'
7500000,?,350,3,4,?,'casa',1,1.1,'MALO',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,1.1,'MALO',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,1.1,'MALO',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,1.1,'MALO',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,1.1,'MALO',0,'bajo'
7000000,?,828,1,10,?,'otro',1,1.1,'MALO',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,1.1,'MALO',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,1.1,'MALO',0,'bajo'
16000000,?,600,5,8,?,'casa',1,1.1,'MALO',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,1.1,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,1.1,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,1.1,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,1.1,'MALO',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,1.1,'MALO',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,1.1,'MALO',0,'medio'
6500000,?,155,3,3,?,'casa',1,1.1,'MALO',0,'alto'
2500000,?,46,?,?,1,'oficina',1,1.1,'MALO',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,1.1,'MALO',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,1.1,'MALO',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,1.1,'MALO',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,1.1,'MALO',0,'premium'
7500000,?,350,3,4,?,'casa',1,1.1,'MALO',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,1.1,'MALO',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,1.1,'MALO',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,1.1,'MALO',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,1.1,'MALO',0,'bajo'
7000000,?,828,1,10,?,'otro',1,1.1,'MALO',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,1.1,'MALO',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,1.1,'MALO',0,'bajo'
16000000,?,600,5,8,?,'casa',1,1.1,'MALO',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,1.1,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,1.1,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,1.1,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,1.1,'MALO',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,1.1,'MALO',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,1.1,'MALO',0,'medio'
6500000,?,155,3,3,?,'casa',1,1.1,'MALO',0,'alto'
2500000,?,46,?,?,1,'oficina',1,1.1,'MALO',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,1.1,'MALO',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,1.1,'MALO',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,1.1,'MALO',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,1.1,'MALO',0,'premium'
7500000,?,350,3,4,?,'casa',1,1.1,'MALO',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,1.1,'MALO',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,1.1,'MALO',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,1.1,'MALO',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,1.1,'MALO',0,'bajo'
7000000,?,828,1,10,?,'otro',1,1.1,'MALO',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,1.1,'MALO',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,1.1,'MALO',0,'bajo'
16000000,?,600,5,8,?,'casa',1,1.1,'MALO',0,'premium'
56000000,?,20000,?,?,?,'lote',1,5.4,'REGULAR',0,'premium'
1500000,?,25,?,1,1,'local',4,0.8,'BUENO',1,'bajo'
2400000,?,40,1,1,?,'apartaestudio',4,0.8,'BUENO',1,'medio'
2000000,?,146,3,2,?,'apartamento',4,0.8,'BUENO',1,'medio'
2300000,?,83,3,2,?,'apartamento',4,0.8,'BUENO',1,'medio'
2390000,610000,114,3,2,?,'apartamento',4,0.8,'BUENO',1,'medio'
1600000,?,100,2,2,?,'apartamento',4,0.8,'BUENO',1,'bajo'
1100000,?,130,0,3,?,'otro',4,0.8,'BUENO',1,'bajo'
1200000,?,20,1,1,?,'apartaestudio',4,0.8,'BUENO',1,'bajo'
13000000,?,290,5,5,2,'local',4,0.8,'BUENO',1,'premium'
1200000,?,100,0,?,?,'otro',4,0.8,'BUENO',1,'bajo'
2500000,?,137,3,2,?,'apartamento',4,0.8,'BUENO',1,'medio'
9000000,?,300,4,3,?,'casa',4,0.8,'BUENO',1,'premium'
2200000,?,70,2,1,?,'apartamento',4,0.8,'BUENO',1,'medio'
3600000,?,81,2,2,?,'apartamento',4,0.8,'BUENO',1,'alto'
1910000,690000,80,2,2,?,'apartamento',4,0.8,'BUENO',1,'bajo'
1950000,?,136,3,2,?,'apartamento',4,0.8,'BUENO',1,'bajo'
3500000,?,100,?,1,?,'local',4,0.8,'BUENO',1,'medio'
4500000,?,91,?,1,?,'local',4,0.8,'BUENO',1,'alto'
83300000,?,2750,?,1,?,'bodega',4,0.8,'BUENO',1,'premium'
15000000,3811000,177,?,5,?,'local',4,0.8,'BUENO',1,'premium'
2500000,313000,34,?,1,?,'oficina',4,0.8,'BUENO',1,'medio'
1500000,?,25,?,1,1,'local',4,0.8,'BUENO',1,'bajo'
2400000,?,40,1,1,?,'apartaestudio',4,0.8,'BUENO',1,'medio'
2000000,?,146,3,2,?,'apartamento',4,0.8,'BUENO',1,'medio'
2300000,?,83,3,2,?,'apartamento',4,0.8,'BUENO',1,'medio'
2390000,610000,114,3,2,?,'apartamento',4,0.8,'BUENO',1,'medio'
1600000,?,100,2,2,?,'apartamento',4,0.8,'BUENO',1,'bajo'
