@RELATION propiedades

@ATTRIBUTE precio_arriendo_cop NUMERIC
@ATTRIBUTE admin_cop NUMERIC
@ATTRIBUTE area_m2 NUMERIC
@ATTRIBUTE habitaciones NUMERIC
@ATTRIBUTE banos NUMERIC
@ATTRIBUTE parqueaderos NUMERIC
@ATTRIBUTE tipo_inmueble {'apartamento','oficina','casa','apartaestudio','otro','bodega','lote','local','finca'}
@ATTRIBUTE barrio_estrato NUMERIC
@ATTRIBUTE barrio_area_km2 NUMERIC
@ATTRIBUTE barrio_estado_pavimento {'MALO','REGULAR','BUENO'}
@ATTRIBUTE barrio_iluminacion_led {0,1}
@ATTRIBUTE precio_rango {'medio','premium','bajo','alto'}

@DATA
1700000,?,30,1,1,?,'apartaestudio',3,0.5,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',3,0.5,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',3,0.5,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',3,0.5,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',3,0.5,'BUENO',1,'premium'
1900000,?,80,3,3,?,'casa',3,1,'REGULAR',1,'bajo'
1000000,?,75,2,1,?,'apartamento',3,1,'REGULAR',1,'bajo'
3790000,?,100,?,1,?,'local',3,1,'REGULAR',1,'alto'
1700000,?,78,3,2,?,'apartamento',3,1,'REGULAR',1,'bajo'
1300000,?,64,3,2,?,'apartamento',3,1,'REGULAR',1,'bajo'
1200000,?,75,2,1,?,'apartamento',3,1,'REGULAR',1,'bajo'
19000000,?,250,?,2,?,'oficina',3,1,'REGULAR',1,'premium'
5000000,?,271,5,4,?,'casa',3,1,'REGULAR',1,'alto'
2000000,?,34,?,1,?,'oficina',3,1,'REGULAR',1,'medio'
10000000,?,150,4,3,?,'casa',3,1,'REGULAR',1,'premium'
8000000,?,246,1,3,?,'casa',3,1,'REGULAR',1,'premium'
1600000,?,71,3,2,?,'apartamento',3,1,'REGULAR',1,'bajo'
1200000,?,26,?,1,?,'oficina',3,1,'REGULAR',1,'bajo'
1200000,?,18,?,?,?,'local',3,1,'REGULAR',1,'bajo'
1250000,?,64,3,2,?,'apartamento',3,1,'REGULAR',1,'bajo'
2150000,1006000,145,3,3,?,'apartamento',3,0.8,'REGULAR',1,'medio'
18000000,?,510,?,8,?,'oficina',3,0.8,'REGULAR',1,'premium'
1950000,?,21,1,1,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
1350000,?,40,2,1,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
1600000,?,54,3,2,1,'apartamento',3,0.8,'REGULAR',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',3,0.8,'REGULAR',1,'medio'
6500000,?,155,3,3,?,'casa',3,0.8,'REGULAR',1,'alto'
2500000,?,46,?,?,1,'oficina',3,0.8,'REGULAR',1,'medio'
4600000,632800,77,2,2,?,'apartamento',3,0.8,'REGULAR',1,'alto'
8500000,1200000,350,3,4,?,'casa',3,0.8,'REGULAR',1,'premium'
3880000,620000,75,3,2,?,'apartamento',3,0.8,'REGULAR',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',3,0.8,'REGULAR',1,'premium'
7500000,?,350,3,4,?,'casa',3,0.8,'REGULAR',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',3,0.8,'REGULAR',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',3,0.8,'REGULAR',1,'alto'
1950000,?,36,1,1,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',3,0.8,'REGULAR',1,'bajo'
7000000,?,828,1,10,?,'otro',3,0.8,'REGULAR',1,'alto'
2100000,530000,58,2,2,?,'apartamento',3,0.8,'REGULAR',1,'medio'
934000,166000,50,2,2,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
16000000,?,600,5,8,?,'casa',3,0.8,'REGULAR',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',3,0.8,'REGULAR',1,'medio'
18000000,?,510,?,8,?,'oficina',3,0.8,'REGULAR',1,'premium'
1950000,?,21,1,1,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
1350000,?,40,2,1,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
1600000,?,54,3,2,1,'apartamento',3,0.8,'REGULAR',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',3,0.8,'REGULAR',1,'medio'
6500000,?,155,3,3,?,'casa',3,0.8,'REGULAR',1,'alto'
2500000,?,46,?,?,1,'oficina',3,0.8,'REGULAR',1,'medio'
4600000,632800,77,2,2,?,'apartamento',3,0.8,'REGULAR',1,'alto'
8500000,1200000,350,3,4,?,'casa',3,0.8,'REGULAR',1,'premium'
3880000,620000,75,3,2,?,'apartamento',3,0.8,'REGULAR',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',3,0.8,'REGULAR',1,'premium'
7500000,?,350,3,4,?,'casa',3,0.8,'REGULAR',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',3,0.8,'REGULAR',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',3,0.8,'REGULAR',1,'alto'
1950000,?,36,1,1,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',3,0.8,'REGULAR',1,'bajo'
7000000,?,828,1,10,?,'otro',3,0.8,'REGULAR',1,'alto'
2100000,530000,58,2,2,?,'apartamento',3,0.8,'REGULAR',1,'medio'
934000,166000,50,2,2,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
16000000,?,600,5,8,?,'casa',3,0.8,'REGULAR',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',3,0.8,'REGULAR',1,'medio'
18000000,?,510,?,8,?,'oficina',3,0.8,'REGULAR',1,'premium'
1950000,?,21,1,1,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
1350000,?,40,2,1,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
1600000,?,54,3,2,1,'apartamento',3,0.8,'REGULAR',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',3,0.8,'REGULAR',1,'medio'
6500000,?,155,3,3,?,'casa',3,0.8,'REGULAR',1,'alto'
2500000,?,46,?,?,1,'oficina',3,0.8,'REGULAR',1,'medio'
4600000,632800,77,2,2,?,'apartamento',3,0.8,'REGULAR',1,'alto'
8500000,1200000,350,3,4,?,'casa',3,0.8,'REGULAR',1,'premium'
3880000,620000,75,3,2,?,'apartamento',3,0.8,'REGULAR',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',3,0.8,'REGULAR',1,'premium'
7500000,?,350,3,4,?,'casa',3,0.8,'REGULAR',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',3,0.8,'REGULAR',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',3,0.8,'REGULAR',1,'alto'
1950000,?,36,1,1,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',3,0.8,'REGULAR',1,'bajo'
7000000,?,828,1,10,?,'otro',3,0.8,'REGULAR',1,'alto'
2100000,530000,58,2,2,?,'apartamento',3,0.8,'REGULAR',1,'medio'
934000,166000,50,2,2,?,'apartamento',3,0.8,'REGULAR',1,'bajo'
16000000,?,600,5,8,?,'casa',3,0.8,'REGULAR',1,'premium'
900000,?,70,3,1,?,'apartamento',4,0.9,'BUENO',1,'bajo'
1880000,420000,39,?,1,?,'local',4,0.9,'BUENO',1,'bajo'
20000000,?,600,1,2,?,'finca',4,0.9,'BUENO',1,'premium'
15000000,?,300,?,1,?,'local',4,0.9,'BUENO',1,'premium'
2871197,428803,40,?,1,?,'local',4,0.9,'BUENO',1,'medio'
7000000,?,300,?,1,?,'local',4,0.9,'BUENO',1,'alto'
7500000,?,45,?,1,?,'local',4,0.9,'BUENO',1,'premium'
4200000,?,42,?,1,?,'oficina',4,0.9,'BUENO',1,'alto'
6500000,?,300,4,2,?,'casa',4,0.9,'BUENO',1,'alto'
4500000,?,228,5,2,?,'casa',4,0.9,'BUENO',1,'alto'
2150000,1006000,145,3,3,?,'apartamento',4,0.4,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',4,0.4,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',4,0.4,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',4,0.4,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',4,0.4,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',4,0.4,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',4,0.4,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',4,0.4,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',4,0.4,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',4,0.4,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',4,0.4,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',4,0.4,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',4,0.4,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',4,0.4,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',4,0.4,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',4,0.4,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',4,0.4,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',4,0.4,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',4,0.4,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',4,0.4,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',4,0.4,'BUENO',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',4,0.4,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',4,0.4,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',4,0.4,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',4,0.4,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',4,0.4,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',4,0.4,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',4,0.4,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',4,0.4,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',4,0.4,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',4,0.4,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',4,0.4,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',4,0.4,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',4,0.4,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',4,0.4,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',4,0.4,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',4,0.4,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',4,0.4,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',4,0.4,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',4,0.4,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',4,0.4,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',4,0.4,'BUENO',1,'premium'
2150000,1006000,145,3,3,?,'apartamento',4,0.4,'BUENO',1,'medio'
18000000,?,510,?,8,?,'oficina',4,0.4,'BUENO',1,'premium'
1950000,?,21,1,1,?,'apartamento',4,0.4,'BUENO',1,'bajo'
1350000,?,40,2,1,?,'apartamento',4,0.4,'BUENO',1,'bajo'
1600000,?,54,3,2,1,'apartamento',4,0.4,'BUENO',1,'bajo'
2700000,300000,72,3,2,?,'apartamento',4,0.4,'BUENO',1,'medio'
6500000,?,155,3,3,?,'casa',4,0.4,'BUENO',1,'alto'
2500000,?,46,?,?,1,'oficina',4,0.4,'BUENO',1,'medio'
4600000,632800,77,2,2,?,'apartamento',4,0.4,'BUENO',1,'alto'
8500000,1200000,350,3,4,?,'casa',4,0.4,'BUENO',1,'premium'
3880000,620000,75,3,2,?,'apartamento',4,0.4,'BUENO',1,'alto'
11000000,1468000,191,3,3,?,'apartamento',4,0.4,'BUENO',1,'premium'
7500000,?,350,3,4,?,'casa',4,0.4,'BUENO',1,'premium'
1300000,?,50,2,1,?,'apartaestudio',4,0.4,'BUENO',1,'bajo'
6500000,1300000,169,3,3,3,'apartamento',4,0.4,'BUENO',1,'alto'
1950000,?,36,1,1,?,'apartamento',4,0.4,'BUENO',1,'bajo'
1700000,?,30,1,1,?,'apartaestudio',4,0.4,'BUENO',1,'bajo'
7000000,?,828,1,10,?,'otro',4,0.4,'BUENO',1,'alto'
2100000,530000,58,2,2,?,'apartamento',4,0.4,'BUENO',1,'medio'
934000,166000,50,2,2,?,'apartamento',4,0.4,'BUENO',1,'bajo'
16000000,?,600,5,8,?,'casa',4,0.4,'BUENO',1,'premium'
2200000,355000,34,?,1,?,'oficina',1,1.3,'MALO',0,'medio'
25000000,?,256,?,4,?,'local',4,0.5,'BUENO',1,'premium'
822000,178000,22,?,1,?,'oficina',4,0.5,'BUENO',1,'bajo'
2250000,?,500,5,5,?,'casa',4,0.5,'BUENO',1,'medio'
19000000,?,361,1,1,?,'casa',4,0.5,'BUENO',1,'premium'
3500000,?,29,?,?,?,'local',4,0.5,'BUENO',1,'medio'
45000000,?,840,6,6,?,'casa',4,0.5,'BUENO',1,'premium'
3500000,?,51,?,1,?,'oficina',4,0.5,'BUENO',1,'medio'
1300000,200000,20,?,1,?,'oficina',4,0.5,'BUENO',1,'bajo'
3000000,167000,68,?,2,?,'oficina',4,0.5,'BUENO',1,'medio'
20000000,?,110,?,1,?,'local',4,0.5,'BUENO',1,'premium'
5400000,?,184,?,2,?,'oficina',4,0.5,'BUENO',1,'alto'
17000000,?,85,4,4,?,'casa',4,0.5,'BUENO',1,'premium'
2286400,?,28,?,1,?,'oficina',4,0.5,'BUENO',1,'medio'
6500000,1080000,65,?,?,?,'oficina',4,0.5,'BUENO',1,'alto'
8500000,?,60,?,1,?,'local',4,0.5,'BUENO',1,'premium'
37000000,?,1475,20,9,?,'local',4,0.5,'BUENO',1,'premium'
50000000,?,728,?,?,?,'local',4,0.5,'BUENO',1,'premium'
2500000,?,24,?,?,?,'oficina',4,0.5,'BUENO',1,'medio'
10018000,1482000,55,?,1,?,'local',4,0.5,'BUENO',1,'premium'
4795000,805000,64,2,2,?,'apartamento',4,0.5,'BUENO',1,'alto'
2300000,432000,50,?,?,?,'oficina',4,0.5,'BUENO',1,'medio'
25000000,?,256,?,4,?,'local',4,0.5,'BUENO',1,'premium'
822000,178000,22,?,1,?,'oficina',4,0.5,'BUENO',1,'bajo'
2250000,?,500,5,5,?,'casa',4,0.5,'BUENO',1,'medio'
19000000,?,361,1,1,?,'casa',4,0.5,'BUENO',1,'premium'
3500000,?,29,?,?,?,'local',4,0.5,'BUENO',1,'medio'
45000000,?,840,6,6,?,'casa',4,0.5,'BUENO',1,'premium'
3500000,?,51,?,1,?,'oficina',4,0.5,'BUENO',1,'medio'
1300000,200000,20,?,1,?,'oficina',4,0.5,'BUENO',1,'bajo'
3000000,167000,68,?,2,?,'oficina',4,0.5,'BUENO',1,'medio'
20000000,?,110,?,1,?,'local',4,0.5,'BUENO',1,'premium'
5400000,?,184,?,2,?,'oficina',4,0.5,'BUENO',1,'alto'
17000000,?,85,4,4,?,'casa',4,0.5,'BUENO',1,'premium'
2286400,?,28,?,1,?,'oficina',4,0.5,'BUENO',1,'medio'
6500000,1080000,65,?,?,?,'oficina',4,0.5,'BUENO',1,'alto'
8500000,?,60,?,1,?,'local',4,0.5,'BUENO',1,'premium'
37000000,?,1475,20,9,?,'local',4,0.5,'BUENO',1,'premium'
50000000,?,728,?,?,?,'local',4,0.5,'BUENO',1,'premium'
2500000,?,24,?,?,?,'oficina',4,0.5,'BUENO',1,'medio'
10018000,1482000,55,?,1,?,'local',4,0.5,'BUENO',1,'premium'
4795000,805000,64,2,2,?,'apartamento',4,0.5,'BUENO',1,'alto'
2300000,432000,50,?,?,?,'oficina',4,0.5,'BUENO',1,'medio'
25000000,?,256,?,4,?,'local',4,0.5,'BUENO',1,'premium'
822000,178000,22,?,1,?,'oficina',4,0.5,'BUENO',1,'bajo'
2250000,?,500,5,5,?,'casa',4,0.5,'BUENO',1,'medio'
19000000,?,361,1,1,?,'casa',4,0.5,'BUENO',1,'premium'
3500000,?,29,?,?,?,'local',4,0.5,'BUENO',1,'medio'
45000000,?,840,6,6,?,'casa',4,0.5,'BUENO',1,'premium'
3500000,?,51,?,1,?,'oficina',4,0.5,'BUENO',1,'medio'
1300000,200000,20,?,1,?,'oficina',4,0.5,'BUENO',1,'bajo'
3000000,167000,68,?,2,?,'oficina',4,0.5,'BUENO',1,'medio'
20000000,?,110,?,1,?,'local',4,0.5,'BUENO',1,'premium'
5400000,?,184,?,2,?,'oficina',4,0.5,'BUENO',1,'alto'
17000000,?,85,4,4,?,'casa',4,0.5,'BUENO',1,'premium'
2286400,?,28,?,1,?,'oficina',4,0.5,'BUENO',1,'medio'
6500000,1080000,65,?,?,?,'oficina',4,0.5,'BUENO',1,'alto'
8500000,?,60,?,1,?,'local',4,0.5,'BUENO',1,'premium'
37000000,?,1475,20,9,?,'local',4,0.5,'BUENO',1,'premium'
50000000,?,728,?,?,?,'local',4,0.5,'BUENO',1,'premium'
2500000,?,24,?,?,?,'oficina',4,0.5,'BUENO',1,'medio'
10018000,1482000,55,?,1,?,'local',4,0.5,'BUENO',1,'premium'
4795000,805000,64,2,2,?,'apartamento',4,0.5,'BUENO',1,'alto'
2300000,432000,50,?,?,?,'oficina',4,0.5,'BUENO',1,'medio'
10000000,?,1019,?,?,?,'lote',1,3,'MALO',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,2.1,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,2.1,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,2.1,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,2.1,'MALO',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,2.1,'MALO',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,2.1,'MALO',0,'medio'
6500000,?,155,3,3,?,'casa',1,2.1,'MALO',0,'alto'
2500000,?,46,?,?,1,'oficina',1,2.1,'MALO',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,2.1,'MALO',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,2.1,'MALO',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,2.1,'MALO',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,2.1,'MALO',0,'premium'
7500000,?,350,3,4,?,'casa',1,2.1,'MALO',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,2.1,'MALO',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,2.1,'MALO',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,2.1,'MALO',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,2.1,'MALO',0,'bajo'
7000000,?,828,1,10,?,'otro',1,2.1,'MALO',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,2.1,'MALO',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,2.1,'MALO',0,'bajo'
16000000,?,600,5,8,?,'casa',1,2.1,'MALO',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,2.1,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,2.1,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,2.1,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,2.1,'MALO',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,2.1,'MALO',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,2.1,'MALO',0,'medio'
6500000,?,155,3,3,?,'casa',1,2.1,'MALO',0,'alto'
2500000,?,46,?,?,1,'oficina',1,2.1,'MALO',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,2.1,'MALO',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,2.1,'MALO',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,2.1,'MALO',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,2.1,'MALO',0,'premium'
7500000,?,350,3,4,?,'casa',1,2.1,'MALO',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,2.1,'MALO',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,2.1,'MALO',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,2.1,'MALO',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,2.1,'MALO',0,'bajo'
7000000,?,828,1,10,?,'otro',1,2.1,'MALO',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,2.1,'MALO',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,2.1,'MALO',0,'bajo'
16000000,?,600,5,8,?,'casa',1,2.1,'MALO',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,2.1,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,2.1,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,2.1,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,2.1,'MALO',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,2.1,'MALO',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,2.1,'MALO',0,'medio'
6500000,?,155,3,3,?,'casa',1,2.1,'MALO',0,'alto'
2500000,?,46,?,?,1,'oficina',1,2.1,'MALO',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,2.1,'MALO',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,2.1,'MALO',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,2.1,'MALO',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,2.1,'MALO',0,'premium'
7500000,?,350,3,4,?,'casa',1,2.1,'MALO',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,2.1,'MALO',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,2.1,'MALO',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,2.1,'MALO',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,2.1,'MALO',0,'bajo'
7000000,?,828,1,10,?,'otro',1,2.1,'MALO',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,2.1,'MALO',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,2.1,'MALO',0,'bajo'
16000000,?,600,5,8,?,'casa',1,2.1,'MALO',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,0.6,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,0.6,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,0.6,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,0.6,'MALO',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,0.6,'MALO',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,0.6,'MALO',0,'medio'
6500000,?,155,3,3,?,'casa',1,0.6,'MALO',0,'alto'
2500000,?,46,?,?,1,'oficina',1,0.6,'MALO',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,0.6,'MALO',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,0.6,'MALO',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,0.6,'MALO',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,0.6,'MALO',0,'premium'
7500000,?,350,3,4,?,'casa',1,0.6,'MALO',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,0.6,'MALO',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,0.6,'MALO',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,0.6,'MALO',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,0.6,'MALO',0,'bajo'
7000000,?,828,1,10,?,'otro',1,0.6,'MALO',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,0.6,'MALO',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,0.6,'MALO',0,'bajo'
16000000,?,600,5,8,?,'casa',1,0.6,'MALO',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,0.6,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,0.6,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,0.6,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,0.6,'MALO',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,0.6,'MALO',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,0.6,'MALO',0,'medio'
6500000,?,155,3,3,?,'casa',1,0.6,'MALO',0,'alto'
2500000,?,46,?,?,1,'oficina',1,0.6,'MALO',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,0.6,'MALO',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,0.6,'MALO',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,0.6,'MALO',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,0.6,'MALO',0,'premium'
7500000,?,350,3,4,?,'casa',1,0.6,'MALO',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,0.6,'MALO',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,0.6,'MALO',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,0.6,'MALO',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,0.6,'MALO',0,'bajo'
7000000,?,828,1,10,?,'otro',1,0.6,'MALO',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,0.6,'MALO',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,0.6,'MALO',0,'bajo'
16000000,?,600,5,8,?,'casa',1,0.6,'MALO',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,0.6,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,0.6,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,0.6,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,0.6,'MALO',0,'bajo'
1600000,?,54,3,2,1,'apartamento',1,0.6,'MALO',0,'bajo'
2700000,300000,72,3,2,?,'apartamento',1,0.6,'MALO',0,'medio'
6500000,?,155,3,3,?,'casa',1,0.6,'MALO',0,'alto'
2500000,?,46,?,?,1,'oficina',1,0.6,'MALO',0,'medio'
4600000,632800,77,2,2,?,'apartamento',1,0.6,'MALO',0,'alto'
8500000,1200000,350,3,4,?,'casa',1,0.6,'MALO',0,'premium'
3880000,620000,75,3,2,?,'apartamento',1,0.6,'MALO',0,'alto'
11000000,1468000,191,3,3,?,'apartamento',1,0.6,'MALO',0,'premium'
7500000,?,350,3,4,?,'casa',1,0.6,'MALO',0,'premium'
1300000,?,50,2,1,?,'apartaestudio',1,0.6,'MALO',0,'bajo'
6500000,1300000,169,3,3,3,'apartamento',1,0.6,'MALO',0,'alto'
1950000,?,36,1,1,?,'apartamento',1,0.6,'MALO',0,'bajo'
1700000,?,30,1,1,?,'apartaestudio',1,0.6,'MALO',0,'bajo'
7000000,?,828,1,10,?,'otro',1,0.6,'MALO',0,'alto'
2100000,530000,58,2,2,?,'apartamento',1,0.6,'MALO',0,'medio'
934000,166000,50,2,2,?,'apartamento',1,0.6,'MALO',0,'bajo'
16000000,?,600,5,8,?,'casa',1,0.6,'MALO',0,'premium'
2150000,1006000,145,3,3,?,'apartamento',1,0.8,'MALO',0,'medio'
18000000,?,510,?,8,?,'oficina',1,0.8,'MALO',0,'premium'
1950000,?,21,1,1,?,'apartamento',1,0.8,'MALO',0,'bajo'
1350000,?,40,2,1,?,'apartamento',1,0.8,'MALO',0,'bajo'
